"year","age","team","td","id","total_tds","actual","adjusted_age"
1967,23,"ATL",10,"J/JohnRa00",22,1,0
1968,24,"ATL",2,"J/JohnRa00",24,1,0
1969,25,"ATL",8,"J/JohnRa00",32,1,0
1970,26,"ATL",2,"J/JohnRa00",34,1,0
1971,27,"NYG",3,"J/JohnRa00",37,1,0
1972,28,"NYG",3,"J/JohnRa00",40,1,0
1973,29,"NYG",7,"J/JohnRa00",47,1,0
1975,31,"WAS",4,"J/JohnRa00",51,1,0
1976,32,"GNB",0,"J/JohnRa00",51,1,0
1961,25,"2TM",0,"W/WoodDi00",0,0,0
1962,26,"2TM",4,"W/WoodDi00",4,1,0
1963,27,"NYJ",18,"W/WoodDi00",22,1,0
1964,28,"NYJ",17,"W/WoodDi00",39,1,0
1965,29,"OAK",8,"W/WoodDi00",47,1,0
1966,30,"MIA",4,"W/WoodDi00",51,1,0
2002,23,"ARI",0,"M/McCoJo01",0,1,0
2003,24,"ARI",5,"M/McCoJo01",5,1,0
2004,25,"ARI",11,"M/McCoJo01",16,1,0
2005,26,"ARI",9,"M/McCoJo01",25,1,0
2006,27,"DET",0,"M/McCoJo01",25,1,0
2007,28,"OAK",10,"M/McCoJo01",35,1,0
2008,29,"CAR",0,"M/McCoJo01",35,1,0
2009,30,"CAR",0,"M/McCoJo01",35,1,0
2011,32,"CHI",2,"M/McCoJo01",37,1,0
2012,33,"CHI",0,"M/McCoJo01",37,1,0
2013,34,"CHI",13,"M/McCoJo01",50,1,0
2013.41176470588,34.4117647058824,"TAM",2,"M/McCoJo01",52,1,1
1975,22,"RAM",0,"H/HadePa00",0,0,0
1976,23,"RAM",8,"H/HadePa00",8,1,0
1977,24,"RAM",11,"H/HadePa00",19,1,0
1978,25,"RAM",13,"H/HadePa00",32,1,0
1979,26,"RAM",11,"H/HadePa00",43,1,0
1980,27,"RAM",0,"H/HadePa00",43,1,0
1981,28,"RAM",9,"H/HadePa00",52,1,0
1977,22,"CHI",0,"E/EvanVi00",0,1,0
1978,23,"CHI",0,"E/EvanVi00",0,1,0
1979,24,"CHI",4,"E/EvanVi00",4,1,0
1980,25,"CHI",11,"E/EvanVi00",15,1,0
1981,26,"CHI",11,"E/EvanVi00",26,1,0
1982,27,"CHI",0,"E/EvanVi00",26,1,0
1983,28,"CHI",5,"E/EvanVi00",31,1,0
1987,32,"RAI",5,"E/EvanVi00",36,1,0
1989,34,"RAI",0,"E/EvanVi00",36,1,0
1990,35,"RAI",0,"E/EvanVi00",36,1,0
1991,36,"RAI",1,"E/EvanVi00",37,1,0
1992,37,"RAI",4,"E/EvanVi00",41,1,0
1993,38,"RAI",3,"E/EvanVi00",44,1,0
1994,39,"RAI",2,"E/EvanVi00",46,1,0
1995,40,"OAK",6,"E/EvanVi00",52,1,0
1945,22,"RAM",0,"H/HardJi00",0,0,0
1946,23,"RAM",2,"H/HardJi00",2,1,0
1947,24,"RAM",5,"H/HardJi00",7,1,0
1948,25,"RAM",14,"H/HardJi00",21,1,0
1949,26,"CRD",10,"H/HardJi00",31,1,0
1950,27,"CRD",17,"H/HardJi00",48,1,0
1951,28,"CRD",3,"H/HardJi00",51,1,0
1952,29,"DET",3,"H/HardJi00",54,1,0
1948,21,"PIT",0,"F/FinkJi00",0,0,0
1949,22,"PIT",2,"F/FinkJi00",2,1,0
1950,23,"PIT",0,"F/FinkJi00",2,1,0
1951,24,"PIT",1,"F/FinkJi00",3,1,0
1952,25,"PIT",20,"F/FinkJi00",23,1,0
1953,26,"PIT",8,"F/FinkJi00",31,1,0
1954,27,"PIT",14,"F/FinkJi00",45,1,0
1955,28,"PIT",10,"F/FinkJi00",55,1,0
1980,23,"DET",0,"H/HippEr00",0,1,0
1981,24,"DET",14,"H/HippEr00",14,1,0
1982,25,"DET",2,"H/HippEr00",16,1,0
1983,26,"DET",12,"H/HippEr00",28,1,0
1984,27,"DET",1,"H/HippEr00",29,1,0
1985,28,"DET",17,"H/HippEr00",46,1,0
1986,29,"DET",9,"H/HippEr00",55,1,0
1988,31,"DET",0,"H/HippEr00",55,1,0
1989,32,"DET",0,"H/HippEr00",55,1,0
1969,22,"CLE",0,"P/PhipMi00",0,0,0
1970,23,"CLE",1,"P/PhipMi00",1,1,0
1971,24,"CLE",1,"P/PhipMi00",2,1,0
1972,25,"CLE",13,"P/PhipMi00",15,1,0
1973,26,"CLE",9,"P/PhipMi00",24,1,0
1974,27,"CLE",9,"P/PhipMi00",33,1,0
1975,28,"CLE",4,"P/PhipMi00",37,1,0
1976,29,"CLE",3,"P/PhipMi00",40,1,0
1977,30,"CHI",0,"P/PhipMi00",40,1,0
1978,31,"CHI",2,"P/PhipMi00",42,1,0
1979,32,"CHI",9,"P/PhipMi00",51,1,0
1980,33,"CHI",2,"P/PhipMi00",53,1,0
1981,34,"CHI",2,"P/PhipMi00",55,1,0
1968,23,"KAN",0,"L/LiviMi00",0,1,0
1969,24,"KAN",4,"L/LiviMi00",4,1,0
1970,25,"KAN",0,"L/LiviMi00",4,1,0
1971,26,"KAN",0,"L/LiviMi00",4,1,0
1972,27,"KAN",7,"L/LiviMi00",11,1,0
1973,28,"KAN",6,"L/LiviMi00",17,1,0
1974,29,"KAN",4,"L/LiviMi00",21,1,0
1975,30,"KAN",8,"L/LiviMi00",29,1,0
1976,31,"KAN",12,"L/LiviMi00",41,1,0
1977,32,"KAN",9,"L/LiviMi00",50,1,0
1978,33,"KAN",5,"L/LiviMi00",55,1,0
1979,34,"KAN",1,"L/LiviMi00",56,1,0
2002,22,"CHI",0,"G/GrosRe00",0,0,0
2003,23,"CHI",2,"G/GrosRe00",2,1,0
2004,24,"CHI",1,"G/GrosRe00",3,1,0
2005,25,"CHI",1,"G/GrosRe00",4,1,0
2006,26,"CHI",23,"G/GrosRe00",27,1,0
2007,27,"CHI",4,"G/GrosRe00",31,1,0
2008,28,"CHI",2,"G/GrosRe00",33,1,0
2009,29,"HOU",0,"G/GrosRe00",33,1,0
2010,30,"WAS",7,"G/GrosRe00",40,1,0
2011,31,"WAS",16,"G/GrosRe00",56,1,0
2012,32,"WAS",0,"G/GrosRe00",56,1,0
2013,33,"WAS",0,"G/GrosRe00",56,1,0
2005,22,"CLE",0,"A/AndeDe00",0,0,0
2006,23,"CLE",5,"A/AndeDe00",5,1,0
2007,24,"CLE",29,"A/AndeDe00",34,1,0
2008,25,"CLE",9,"A/AndeDe00",43,1,0
2009,26,"CLE",3,"A/AndeDe00",46,1,0
2010,27,"ARI",7,"A/AndeDe00",53,1,0
2011,28,"CAR",0,"A/AndeDe00",53,1,0
2012,29,"CAR",0,"A/AndeDe00",53,1,0
2013,30,"CAR",0,"A/AndeDe00",53,1,0
2013.41176470588,30.4117647058824,"CAR",4,"A/AndeDe00",57,1,1
1944,26,"CRD",0,"C/ChriPa20",0,0,0
1945,27,"CRD",5,"C/ChriPa20",5,1,0
1946,28,"CRD",13,"C/ChriPa20",18,1,0
1947,29,"CRD",17,"C/ChriPa20",35,1,0
1948,30,"CRD",5,"C/ChriPa20",40,1,0
1949,31,"CRD",11,"C/ChriPa20",51,1,0
1950,32,"GNB",7,"C/ChriPa20",58,1,0
2008,23,"MIA",0,"H/HennCh01",0,1,0
2009,24,"MIA",12,"H/HennCh01",12,1,0
2010,25,"MIA",15,"H/HennCh01",27,1,0
2011,26,"MIA",4,"H/HennCh01",31,1,0
2012,27,"JAX",11,"H/HennCh01",42,1,0
2013,28,"JAX",13,"H/HennCh01",55,1,0
2013.41176470588,28.4117647058824,"JAX",3,"H/HennCh01",58,1,1
2002,22,"JAX",0,"L/LeftBy00",0,0,0
2003,23,"JAX",14,"L/LeftBy00",14,1,0
2004,24,"JAX",15,"L/LeftBy00",29,1,0
2005,25,"JAX",15,"L/LeftBy00",44,1,0
2006,26,"JAX",7,"L/LeftBy00",51,1,0
2007,27,"ATL",1,"L/LeftBy00",52,1,0
2008,28,"PIT",2,"L/LeftBy00",54,1,0
2009,29,"TAM",4,"L/LeftBy00",58,1,0
2010,30,"PIT",0,"L/LeftBy00",58,1,0
2011,31,"PIT",0,"L/LeftBy00",58,1,0
2012,32,"PIT",0,"L/LeftBy00",58,1,0
2009,22,"STL",0,"B/BradSa00",0,0,0
2010,23,"STL",18,"B/BradSa00",18,1,0
2011,24,"STL",6,"B/BradSa00",24,1,0
2012,25,"STL",21,"B/BradSa00",45,1,0
2013,26,"STL",14,"B/BradSa00",59,1,0
2013.41176470588,26.4117647058824,"STL",0,"B/BradSa00",59,1,1
1988,22,"SDG",0,"T/TollBi00",0,0,0
1989,23,"SDG",5,"T/TollBi00",5,1,0
1990,24,"SDG",16,"T/TollBi00",21,1,0
1991,25,"ATL",4,"T/TollBi00",25,1,0
1992,26,"ATL",5,"T/TollBi00",30,1,0
1993,27,"ATL",3,"T/TollBi00",33,1,0
1994,28,"HOU",6,"T/TollBi00",39,1,0
1997,31,"2TM",5,"T/TollBi00",44,1,0
1998,32,"NOR",8,"T/TollBi00",52,1,0
1999,33,"NOR",7,"T/TollBi00",59,1,0
2011,23,"SEA",0,"W/WilsRu00",0,0,0
2012,24,"SEA",26,"W/WilsRu00",26,1,0
2013,25,"SEA",26,"W/WilsRu00",52,1,0
2013.41176470588,25.4117647058824,"SEA",10,"W/WilsRu00",62,1,1
1980,22,"PIT",0,"M/MaloMa00",0,1,0
1981,23,"PIT",3,"M/MaloMa00",3,1,0
1983,25,"PIT",1,"M/MaloMa00",4,1,0
1984,26,"PIT",16,"M/MaloMa00",20,1,0
1985,27,"PIT",13,"M/MaloMa00",33,1,0
1986,28,"PIT",15,"M/MaloMa00",48,1,0
1987,29,"PIT",6,"M/MaloMa00",54,1,0
1988,30,"SDG",6,"M/MaloMa00",60,1,0
1989,31,"NYJ",0,"M/MaloMa00",60,1,0
2011,22,"IND",0,"L/LuckAn00",0,0,0
2012,23,"IND",23,"L/LuckAn00",23,1,0
2013,24,"IND",23,"L/LuckAn00",46,1,0
2013.41176470588,24.4117647058824,"IND",19,"L/LuckAn00",65,1,1
1997,23,"DET",0,"B/BatcCh00",0,0,0
1998,24,"DET",11,"B/BatcCh00",11,1,0
1999,25,"DET",13,"B/BatcCh00",24,1,0
2000,26,"DET",13,"B/BatcCh00",37,1,0
2001,27,"DET",12,"B/BatcCh00",49,1,0
2003,29,"PIT",0,"B/BatcCh00",49,1,0
2005,31,"PIT",1,"B/BatcCh00",50,1,0
2006,32,"PIT",5,"B/BatcCh00",55,1,0
2007,33,"PIT",2,"B/BatcCh00",57,1,0
2009,35,"PIT",0,"B/BatcCh00",57,1,0
2010,36,"PIT",3,"B/BatcCh00",60,1,0
2011,37,"PIT",0,"B/BatcCh00",60,1,0
2012,38,"PIT",1,"B/BatcCh00",61,1,0
1953,21,"RAM",0,"B/BukiRu00",0,1,0
1956,24,"RAM",1,"B/BukiRu00",1,1,0
1957,25,"WAS",0,"B/BukiRu00",1,1,0
1958,26,"2TM",1,"B/BukiRu00",2,1,0
1959,27,"CHI",0,"B/BukiRu00",2,1,0
1960,28,"PIT",2,"B/BukiRu00",4,1,0
1961,29,"PIT",11,"B/BukiRu00",15,1,0
1962,30,"CHI",1,"B/BukiRu00",16,1,0
1963,31,"CHI",3,"B/BukiRu00",19,1,0
1964,32,"CHI",12,"B/BukiRu00",31,1,0
1965,33,"CHI",20,"B/BukiRu00",51,1,0
1966,34,"CHI",10,"B/BukiRu00",61,1,0
1967,35,"CHI",0,"B/BukiRu00",61,1,0
1968,36,"CHI",0,"B/BukiRu00",61,1,0
1949,22,"BAL",0,"B/BurkAd00",0,0,0
1950,23,"BAL",6,"B/BurkAd00",6,1,0
1951,24,"PHI",14,"B/BurkAd00",20,1,0
1952,25,"PHI",4,"B/BurkAd00",24,1,0
1953,26,"PHI",4,"B/BurkAd00",28,1,0
1954,27,"PHI",23,"B/BurkAd00",51,1,0
1955,28,"PHI",9,"B/BurkAd00",60,1,0
1956,29,"PHI",1,"B/BurkAd00",61,1,0
1982,23,"NWE",0,"E/EasoTo00",0,0,0
1983,24,"NWE",1,"E/EasoTo00",1,1,0
1984,25,"NWE",23,"E/EasoTo00",24,1,0
1985,26,"NWE",11,"E/EasoTo00",35,1,0
1986,27,"NWE",19,"E/EasoTo00",54,1,0
1987,28,"NWE",3,"E/EasoTo00",57,1,0
1988,29,"NWE",0,"E/EasoTo00",57,1,0
1989,30,"2TM",4,"E/EasoTo00",61,1,0
1990,31,"NYJ",0,"E/EasoTo00",61,1,0
1937,22,"GNB",0,"I/IsbeCe20",0,0,0
1938,23,"GNB",8,"I/IsbeCe20",8,1,0
1939,24,"GNB",6,"I/IsbeCe20",14,1,0
1940,25,"GNB",8,"I/IsbeCe20",22,1,0
1941,26,"GNB",15,"I/IsbeCe20",37,1,0
1942,27,"GNB",24,"I/IsbeCe20",61,1,0
1985,23,"MIN",0,"B/BonoSt00",0,1,0
1986,24,"MIN",0,"B/BonoSt00",0,1,0
1987,25,"PIT",5,"B/BonoSt00",5,1,0
1988,26,"PIT",1,"B/BonoSt00",6,1,0
1989,27,"SFO",1,"B/BonoSt00",7,1,0
1991,29,"SFO",11,"B/BonoSt00",18,1,0
1992,30,"SFO",2,"B/BonoSt00",20,1,0
1993,31,"SFO",0,"B/BonoSt00",20,1,0
1994,32,"KAN",4,"B/BonoSt00",24,1,0
1995,33,"KAN",21,"B/BonoSt00",45,1,0
1996,34,"KAN",12,"B/BonoSt00",57,1,0
1997,35,"GNB",0,"B/BonoSt00",57,1,0
1998,36,"STL",5,"B/BonoSt00",62,1,0
1999,37,"CAR",0,"B/BonoSt00",62,1,0
1953,24,"WAS",0,"D/DoroAl00",0,0,0
1954,25,"WAS",8,"D/DoroAl00",8,1,0
1955,26,"WAS",0,"D/DoroAl00",8,1,0
1956,27,"WAS",8,"D/DoroAl00",16,1,0
1957,28,"PHI",1,"D/DoroAl00",17,1,0
1960,31,"NYT",26,"D/DoroAl00",43,1,0
1961,32,"NYT",19,"D/DoroAl00",62,1,0
1962,33,"BUF",2,"D/DoroAl00",64,1,0
1998,21,"CLE",0,"C/CoucTi00",0,0,0
1999,22,"CLE",15,"C/CoucTi00",15,1,0
2000,23,"CLE",7,"C/CoucTi00",22,1,0
2001,24,"CLE",17,"C/CoucTi00",39,1,0
2002,25,"CLE",18,"C/CoucTi00",57,1,0
2003,26,"CLE",7,"C/CoucTi00",64,1,0
1965,23,"MIN",0,"B/BerrBo00",0,1,0
1966,24,"MIN",1,"B/BerrBo00",1,1,0
1967,25,"MIN",0,"B/BerrBo00",1,1,0
1968,26,"ATL",7,"B/BerrBo00",8,1,0
1969,27,"ATL",10,"B/BerrBo00",18,1,0
1970,28,"ATL",16,"B/BerrBo00",34,1,0
1971,29,"ATL",11,"B/BerrBo00",45,1,0
1972,30,"ATL",13,"B/BerrBo00",58,1,0
1973,31,"MIN",1,"B/BerrBo00",59,1,0
1974,32,"MIN",5,"B/BerrBo00",64,1,0
1975,33,"MIN",0,"B/BerrBo00",64,1,0
1953,22,"CHI",0,"B/BratZe00",0,0,0
1954,23,"CHI",8,"B/BratZe00",8,1,0
1957,26,"CHI",1,"B/BratZe00",9,1,0
1958,27,"CHI",7,"B/BratZe00",16,1,0
1959,28,"CHI",2,"B/BratZe00",18,1,0
1960,29,"CHI",6,"B/BratZe00",24,1,0
1961,30,"RAM",8,"B/BratZe00",32,1,0
1962,31,"RAM",9,"B/BratZe00",41,1,0
1963,32,"2TM",4,"B/BratZe00",45,1,0
1964,33,"GNB",1,"B/BratZe00",46,1,0
1965,34,"GNB",3,"B/BratZe00",49,1,0
1966,35,"GNB",4,"B/BratZe00",53,1,0
1967,36,"GNB",5,"B/BratZe00",58,1,0
1968,37,"GNB",3,"B/BratZe00",61,1,0
1971,40,"GNB",4,"B/BratZe00",65,1,0
2001,22,"HOU",0,"C/CarrDa00",0,0,0
2002,23,"HOU",9,"C/CarrDa00",9,1,0
2003,24,"HOU",9,"C/CarrDa00",18,1,0
2004,25,"HOU",16,"C/CarrDa00",34,1,0
2005,26,"HOU",14,"C/CarrDa00",48,1,0
2006,27,"HOU",11,"C/CarrDa00",59,1,0
2007,28,"CAR",3,"C/CarrDa00",62,1,0
2008,29,"NYG",2,"C/CarrDa00",64,1,0
2009,30,"NYG",1,"C/CarrDa00",65,1,0
2010,31,"SFO",0,"C/CarrDa00",65,1,0
2011,32,"NYG",0,"C/CarrDa00",65,1,0
2012,33,"NYG",0,"C/CarrDa00",65,1,0
1926,21,"CLE",0,"F/FrieBe20",0,0,0
1927,22,"CLE",11,"F/FrieBe20",11,1,0
1928,23,"DET",9,"F/FrieBe20",20,1,0
1929,24,"NYG",20,"F/FrieBe20",40,1,0
1930,25,"NYG",13,"F/FrieBe20",53,1,0
1931,26,"NYG",3,"F/FrieBe20",56,1,0
1932,27,"BKN",5,"F/FrieBe20",61,1,0
1933,28,"BKN",5,"F/FrieBe20",66,1,0
1934,29,"BKN",0,"F/FrieBe20",66,1,0
1986,22,"GNB",0,"M/MajkDo00",0,0,0
1987,23,"GNB",5,"M/MajkDo00",5,1,0
1988,24,"GNB",9,"M/MajkDo00",14,1,0
1989,25,"GNB",27,"M/MajkDo00",41,1,0
1990,26,"GNB",10,"M/MajkDo00",51,1,0
1991,27,"GNB",3,"M/MajkDo00",54,1,0
1992,28,"GNB",2,"M/MajkDo00",56,1,0
1993,29,"IND",0,"M/MajkDo00",56,1,0
1994,30,"IND",6,"M/MajkDo00",62,1,0
1995,31,"DET",1,"M/MajkDo00",63,1,0
1996,32,"DET",3,"M/MajkDo00",66,1,0
2008,22,"NYJ",0,"S/SancMa00",0,0,0
2009,23,"NYJ",12,"S/SancMa00",12,1,0
2010,24,"NYJ",17,"S/SancMa00",29,1,0
2011,25,"NYJ",26,"S/SancMa00",55,1,0
2012,26,"NYJ",13,"S/SancMa00",68,1,0
2013,27,"NYJ",0,"S/SancMa00",68,1,0
2013.41176470588,27.4117647058824,"PHI",0,"S/SancMa00",68,1,1
1949,21,"RAM",0,"T/ThomBo02",0,1,0
1951,23,"GNB",11,"T/ThomBo02",11,1,0
1952,24,"PHI",8,"T/ThomBo02",19,1,0
1953,25,"PHI",21,"T/ThomBo02",40,1,0
1954,26,"PHI",10,"T/ThomBo02",50,1,0
1955,27,"PHI",10,"T/ThomBo02",60,1,0
1956,28,"PHI",4,"T/ThomBo02",64,1,0
1957,29,"PHI",4,"T/ThomBo02",68,1,0
1948,21,"DET",0,"T/TripFr00",0,0,0
1949,22,"DET",9,"T/TripFr00",9,1,0
1950,23,"CRD",4,"T/TripFr00",13,1,0
1951,24,"CRD",2,"T/TripFr00",15,1,0
1952,25,"2TM",3,"T/TripFr00",18,1,0
1960,33,"DEN",24,"T/TripFr00",42,1,0
1961,34,"DEN",10,"T/TripFr00",52,1,0
1962,35,"DEN",17,"T/TripFr00",69,1,0
1963,36,"DEN",0,"T/TripFr00",69,1,0
2010,21,"CAR",0,"N/NewtCa00",0,0,0
2011,22,"CAR",21,"N/NewtCa00",21,1,0
2012,23,"CAR",19,"N/NewtCa00",40,1,0
2013,24,"CAR",24,"N/NewtCa00",64,1,0
2013.41176470588,24.4117647058824,"CAR",8,"N/NewtCa00",72,1,1
1995,24,"PHI",0,"F/FiedJa00",0,1,0
1998,27,"MIN",0,"F/FiedJa00",0,1,0
1999,28,"JAX",2,"F/FiedJa00",2,1,0
2000,29,"MIA",14,"F/FiedJa00",16,1,0
2001,30,"MIA",20,"F/FiedJa00",36,1,0
2002,31,"MIA",14,"F/FiedJa00",50,1,0
2003,32,"MIA",11,"F/FiedJa00",61,1,0
2004,33,"MIA",7,"F/FiedJa00",68,1,0
2005,34,"NYJ",1,"F/FiedJa00",69,1,0
1954,23,"BAL",0,"D/DaviCo00",0,1,0
1957,26,"BAL",0,"D/DaviCo00",0,1,0
1960,29,"DTX",15,"D/DaviCo00",15,1,0
1961,30,"DTX",17,"D/DaviCo00",32,1,0
1962,31,"2TM",7,"D/DaviCo00",39,1,0
1963,32,"OAK",11,"D/DaviCo00",50,1,0
1964,33,"OAK",21,"D/DaviCo00",71,1,0
1965,34,"OAK",0,"D/DaviCo00",71,1,0
1966,35,"OAK",2,"D/DaviCo00",73,1,0
1968,37,"OAK",0,"D/DaviCo00",73,1,0
1953,21,"CRD",0,"M/McHaLa00",0,0,0
1954,22,"CRD",6,"M/McHaLa00",6,1,0
1955,23,"CRD",11,"M/McHaLa00",17,1,0
1956,24,"CRD",10,"M/McHaLa00",27,1,0
1957,25,"CRD",11,"M/McHaLa00",38,1,0
1958,26,"CRD",12,"M/McHaLa00",50,1,0
1959,27,"GNB",8,"M/McHaLa00",58,1,0
1960,28,"GNB",3,"M/McHaLa00",61,1,0
1961,29,"BAL",1,"M/McHaLa00",62,1,0
1962,30,"BAL",3,"M/McHaLa00",65,1,0
1963,31,"2TM",8,"M/McHaLa00",73,1,0
1976,22,"RAM",0,"F/FerrVi00",0,0,0
1977,23,"RAM",2,"F/FerrVi00",2,1,0
1978,24,"RAM",0,"F/FerrVi00",2,1,0
1979,25,"RAM",5,"F/FerrVi00",7,1,0
1980,26,"RAM",30,"F/FerrVi00",37,1,0
1982,28,"RAM",9,"F/FerrVi00",46,1,0
1983,29,"RAM",22,"F/FerrVi00",68,1,0
1984,30,"RAM",2,"F/FerrVi00",70,1,0
1985,31,"BUF",5,"F/FerrVi00",75,1,0
1986,32,"GNB",1,"F/FerrVi00",76,1,0
1988,22,"DET",0,"P/PeetRo00",0,0,0
1989,23,"DET",5,"P/PeetRo00",5,1,0
1990,24,"DET",13,"P/PeetRo00",18,1,0
1991,25,"DET",5,"P/PeetRo00",23,1,0
1992,26,"DET",9,"P/PeetRo00",32,1,0
1993,27,"DET",6,"P/PeetRo00",38,1,0
1994,28,"DAL",4,"P/PeetRo00",42,1,0
1995,29,"PHI",8,"P/PeetRo00",50,1,0
1996,30,"PHI",3,"P/PeetRo00",53,1,0
1997,31,"PHI",4,"P/PeetRo00",57,1,0
1998,32,"PHI",2,"P/PeetRo00",59,1,0
1999,33,"WAS",2,"P/PeetRo00",61,1,0
2001,35,"OAK",0,"P/PeetRo00",61,1,0
2002,36,"CAR",15,"P/PeetRo00",76,1,0
2003,37,"CAR",0,"P/PeetRo00",76,1,0
2004,38,"CAR",0,"P/PeetRo00",76,1,0
1994,22,"PIT",0,"S/StewKo00",0,0,0
1995,23,"PIT",1,"S/StewKo00",1,1,0
1996,24,"PIT",0,"S/StewKo00",1,1,0
1997,25,"PIT",21,"S/StewKo00",22,1,0
1998,26,"PIT",11,"S/StewKo00",33,1,0
1999,27,"PIT",6,"S/StewKo00",39,1,0
2000,28,"PIT",11,"S/StewKo00",50,1,0
2001,29,"PIT",14,"S/StewKo00",64,1,0
2002,30,"PIT",6,"S/StewKo00",70,1,0
2003,31,"CHI",7,"S/StewKo00",77,1,0
2004,32,"BAL",0,"S/StewKo00",77,1,0
2005,33,"BAL",0,"S/StewKo00",77,1,0
1995,22,"STL",0,"B/BankTo00",0,0,0
1996,23,"STL",15,"B/BankTo00",15,1,0
1997,24,"STL",14,"B/BankTo00",29,1,0
1998,25,"STL",7,"B/BankTo00",36,1,0
1999,26,"BAL",17,"B/BankTo00",53,1,0
2000,27,"BAL",8,"B/BankTo00",61,1,0
2001,28,"WAS",10,"B/BankTo00",71,1,0
2003,30,"HOU",5,"B/BankTo00",76,1,0
2004,31,"HOU",0,"B/BankTo00",76,1,0
2005,32,"HOU",1,"B/BankTo00",77,1,0
2001,23,"DET",0,"H/HarrJo00",0,0,0
2002,24,"DET",12,"H/HarrJo00",12,1,0
2003,25,"DET",17,"H/HarrJo00",29,1,0
2004,26,"DET",19,"H/HarrJo00",48,1,0
2005,27,"DET",12,"H/HarrJo00",60,1,0
2006,28,"MIA",12,"H/HarrJo00",72,1,0
2007,29,"ATL",7,"H/HarrJo00",79,1,0
2008,20,"TAM",0,"F/FreeJo00",0,0,0
2009,21,"TAM",10,"F/FreeJo00",10,1,0
2010,22,"TAM",25,"F/FreeJo00",35,1,0
2011,23,"TAM",16,"F/FreeJo00",51,1,0
2012,24,"TAM",27,"F/FreeJo00",78,1,0
2013,25,"2TM",2,"F/FreeJo00",80,1,0
1986,24,"PIT",0,"B/BrisBu00",0,1,0
1987,25,"PIT",0,"B/BrisBu00",0,1,0
1988,26,"PIT",11,"B/BrisBu00",11,1,0
1989,27,"PIT",9,"B/BrisBu00",20,1,0
1990,28,"PIT",20,"B/BrisBu00",40,1,0
1991,29,"PIT",9,"B/BrisBu00",49,1,0
1992,30,"PIT",2,"B/BrisBu00",51,1,0
1993,31,"PHI",14,"B/BrisBu00",65,1,0
1994,32,"PHI",2,"B/BrisBu00",67,1,0
1995,33,"NYJ",4,"B/BrisBu00",71,1,0
1997,35,"DEN",0,"B/BrisBu00",71,1,0
1998,36,"DEN",10,"B/BrisBu00",81,1,0
1999,37,"DEN",0,"B/BrisBu00",81,1,0
2000,38,"MIN",0,"B/BrisBu00",81,1,0
1976,25,"DET",0,"D/DaniGa00",0,1,0
1977,26,"DET",1,"D/DaniGa00",1,1,0
1978,27,"DET",18,"D/DaniGa00",19,1,0
1980,29,"DET",13,"D/DaniGa00",32,1,0
1981,30,"DET",3,"D/DaniGa00",35,1,0
1982,31,"DET",10,"D/DaniGa00",45,1,0
1983,32,"DET",7,"D/DaniGa00",52,1,0
1984,33,"DET",17,"D/DaniGa00",69,1,0
1985,34,"CLE",8,"D/DaniGa00",77,1,0
1987,36,"CLE",4,"D/DaniGa00",81,1,0
1988,37,"CLE",0,"D/DaniGa00",81,1,0
1929,19,"GNB",0,"H/HerbAr20",0,0,0
1930,20,"GNB",3,"H/HerbAr20",3,1,0
1931,21,"GNB",0,"H/HerbAr20",3,1,0
1932,22,"GNB",9,"H/HerbAr20",12,1,0
1933,23,"GNB",3,"H/HerbAr20",15,1,0
1934,24,"GNB",8,"H/HerbAr20",23,1,0
1935,25,"GNB",8,"H/HerbAr20",31,1,0
1936,26,"GNB",11,"H/HerbAr20",42,1,0
1937,27,"GNB",7,"H/HerbAr20",49,1,0
1938,28,"GNB",3,"H/HerbAr20",52,1,0
1939,29,"GNB",8,"H/HerbAr20",60,1,0
1940,30,"GNB",6,"H/HerbAr20",66,1,0
1944,34,"NYG",6,"H/HerbAr20",72,1,0
1945,35,"NYG",9,"H/HerbAr20",81,1,0
2004,22,"CHI",0,"O/OrtoKy00",0,0,0
2005,23,"CHI",9,"O/OrtoKy00",9,1,0
2007,25,"CHI",3,"O/OrtoKy00",12,1,0
2008,26,"CHI",18,"O/OrtoKy00",30,1,0
2009,27,"DEN",21,"O/OrtoKy00",51,1,0
2010,28,"DEN",20,"O/OrtoKy00",71,1,0
2011,29,"2TM",9,"O/OrtoKy00",80,1,0
2012,30,"DAL",1,"O/OrtoKy00",81,1,0
2013,31,"DAL",2,"O/OrtoKy00",83,1,0
2013.41176470588,31.4117647058824,"BUF",5,"O/OrtoKy00",88,1,1
1963,22,"RAM",0,"M/MunsBi00",0,0,0
1964,23,"RAM",9,"M/MunsBi00",9,1,0
1965,24,"RAM",10,"M/MunsBi00",19,1,0
1966,25,"RAM",2,"M/MunsBi00",21,1,0
1967,26,"RAM",1,"M/MunsBi00",22,1,0
1968,27,"DET",15,"M/MunsBi00",37,1,0
1969,28,"DET",7,"M/MunsBi00",44,1,0
1970,29,"DET",10,"M/MunsBi00",54,1,0
1971,30,"DET",1,"M/MunsBi00",55,1,0
1972,31,"DET",1,"M/MunsBi00",56,1,0
1973,32,"DET",9,"M/MunsBi00",65,1,0
1974,33,"DET",8,"M/MunsBi00",73,1,0
1975,34,"DET",5,"M/MunsBi00",78,1,0
1976,35,"SEA",1,"M/MunsBi00",79,1,0
1977,36,"SDG",1,"M/MunsBi00",80,1,0
1978,37,"BUF",4,"M/MunsBi00",84,1,0
